Oligo	Referencia	Strand
REVERSE	MH160366	minus
REVERSE	KX946970	minus
REVERSE	LT594457	minus
REVERSE	LT594112	minus
REVERSE	LT594105	minus
REVERSE	KT425107	minus
REVERSE	ON960056	minus
REVERSE	OL638991	minus
REVERSE	OL638990	minus
REVERSE	AB618031	minus
REVERSE	JX142173	minus
REVERSE	JQ730035	minus
REVERSE	BK012101	minus
REVERSE	FJ593289	minus
REVERSE	DQ889502	minus
REVERSE	X14112	minus
REVERSE	AY240823	minus
REVERSE	AY240801	minus
REVERSE	AY240811	minus
REVERSE	AY240805	minus
REVERSE	AY240794	minus
REVERSE	AY240790	minus
REVERSE	AY240789	minus
REVERSE	X02138	minus
REVERSE	CP027082	plus
REVERSE	OX258968	plus
REVERSE	LR962869	plus
REVERSE	LR962744	plus
REVERSE	OU745001	plus
REVERSE	OU745001	plus
REVERSE	OU744963	plus
REVERSE	OU744963	plus
REVERSE	OU744552	plus
REVERSE	OU744552	plus
REVERSE	OU696513	plus
REVERSE	OU696513	plus
REVERSE	OU696687	plus
REVERSE	LR812080	plus
REVERSE	XM_032076544	plus
REVERSE	XM_032064092	plus
REVERSE	CP035525	plus
REVERSE	XM_022535461	plus
REVERSE	CP020637	plus
REVERSE	CP020795	plus
REVERSE	CP020681	plus
REVERSE	XM_019370035	plus
REVERSE	KX791926	plus
REVERSE	KX791863	plus
REVERSE	KX791846	plus
REVERSE	KX791796	plus
REVERSE	HF933223	plus
REVERSE	CP011898	plus
REVERSE	XM_009775384	plus
REVERSE	XM_009775383	plus
REVERSE	XM_009775382	plus
REVERSE	OX063307	plus
REVERSE	OU974042	plus
REVERSE	CP055240	plus
REVERSE	LR812055	plus
REVERSE	LR812611	plus
REVERSE	LR812561	plus
REVERSE	LR812536	plus
REVERSE	CP050591	minus
REVERSE	CP050611	minus
REVERSE	MN401208	minus
REVERSE	MN401207	minus
REVERSE	MN401206	minus
REVERSE	MN401205	minus
REVERSE	MN401204	minus
REVERSE	MN401203	minus
REVERSE	MN401202	minus
REVERSE	MN401201	minus
REVERSE	MK952185	minus
REVERSE	MK952184	minus
REVERSE	MK952183	minus
REVERSE	MN458559	minus
REVERSE	MN136523	minus
REVERSE	MH480513	minus
REVERSE	MH616632	minus
REVERSE	MH319852	minus
REVERSE	MG646679	minus
REVERSE	MH999851	minus
REVERSE	MH999850	minus
REVERSE	MH999849	minus
REVERSE	MH999848	minus
REVERSE	MH999847	minus
REVERSE	MH999846	minus
REVERSE	MH999845	minus
REVERSE	MH999844	minus
REVERSE	MH999843	minus
REVERSE	MH999842	minus
REVERSE	MH999841	minus
REVERSE	MH999840	minus
REVERSE	MH999839	minus
REVERSE	MH999838	minus
REVERSE	MH102298	minus
REVERSE	MG708292	minus
REVERSE	MG708291	minus
REVERSE	MG708290	minus
REVERSE	MG708289	minus
REVERSE	MG708289	minus
REVERSE	MG708288	minus
REVERSE	MG708287	minus
REVERSE	MG708286	minus
REVERSE	MG708285	minus
REVERSE	MG708284	minus
REVERSE	MG999899	minus
REVERSE	MG999898	minus
REVERSE	MG999897	minus
REVERSE	MG999896	minus
REVERSE	MG999895	minus
REVERSE	MG999893	minus
REVERSE	MG999892	minus
REVERSE	MG999891	minus
REVERSE	MG999890	minus
REVERSE	MG999889	minus
REVERSE	MG999888	minus
REVERSE	MG999887	minus
REVERSE	MG999886	minus
REVERSE	MG999885	minus
REVERSE	MG999884	minus
REVERSE	MG999883	minus
REVERSE	MG999882	minus
REVERSE	MG999881	minus
REVERSE	MG999880	minus
REVERSE	MG999879	minus
REVERSE	MG999878	minus
REVERSE	MG999877	minus
REVERSE	MG999876	minus
REVERSE	MG999875	minus
REVERSE	MG999874	minus
REVERSE	MG999873	minus
REVERSE	MG999872	minus
REVERSE	MG999871	minus
REVERSE	MG999870	minus
REVERSE	MG999869	minus
REVERSE	MG999868	minus
REVERSE	MG999867	minus
REVERSE	MG999866	minus
REVERSE	MG999865	minus
REVERSE	MG999864	minus
REVERSE	MG999863	minus
REVERSE	MG999862	minus
REVERSE	MG999861	minus
REVERSE	MG999860	minus
REVERSE	MG999859	minus
REVERSE	MG999858	minus
REVERSE	MG999857	minus
REVERSE	MG999856	minus
REVERSE	MG999855	minus
REVERSE	MG999854	minus
REVERSE	MG999853	minus
REVERSE	MG999852	minus
REVERSE	MG999850	minus
REVERSE	MG999849	minus
REVERSE	MG999848	minus
REVERSE	MG999847	minus
REVERSE	MG999846	minus
REVERSE	MG999845	minus
REVERSE	MG999844	minus
REVERSE	MG999843	minus
REVERSE	MG999842	minus
REVERSE	MG999841	minus
REVERSE	MG999840	minus
REVERSE	MG999839	minus
REVERSE	MG999838	minus
REVERSE	MH160391	minus
REVERSE	MH160390	minus
REVERSE	MH160389	minus
REVERSE	MH160388	minus
REVERSE	MH160386	minus
REVERSE	MH160385	minus
REVERSE	MH160384	minus
REVERSE	MH160383	minus
REVERSE	MH160382	minus
REVERSE	MH160381	minus
REVERSE	MH160379	minus
REVERSE	MH160378	minus
REVERSE	MH160377	minus
REVERSE	MH160376	minus
REVERSE	MH160375	minus
REVERSE	MH160374	minus
REVERSE	MH160372	minus
REVERSE	MH160369	minus
REVERSE	MH160368	minus
REVERSE	MH160367	minus
REVERSE	MH160365	minus
REVERSE	MH160364	minus
REVERSE	MH160363	minus
REVERSE	MH160362	minus
REVERSE	MH160361	minus
REVERSE	MH160359	minus
REVERSE	MF959544	minus
REVERSE	KY922719	minus
REVERSE	KY922718	minus
REVERSE	MF156584	minus
REVERSE	MF156583	minus
REVERSE	MF156582	minus
REVERSE	MF156581	minus
REVERSE	KX424525	minus
REVERSE	KM222727	minus
REVERSE	KM222726	minus
REVERSE	KM222725	minus
REVERSE	KM222724	minus
REVERSE	KM222723	minus
REVERSE	KM222722	minus
REVERSE	KM222721	minus
REVERSE	KX791966	minus
REVERSE	LT594192	minus
REVERSE	LT594111	minus
REVERSE	LT594110	minus
REVERSE	LT594109	minus
REVERSE	LT594108	minus
REVERSE	LT594107	minus
REVERSE	LT594106	minus
REVERSE	LT608134	minus
REVERSE	LT608134	minus
REVERSE	KX265046	minus
REVERSE	KX265045	minus
REVERSE	KX265044	minus
REVERSE	KX265043	minus
REVERSE	KX265042	minus
REVERSE	KX265041	minus
REVERSE	KX265040	minus
REVERSE	KX265039	minus
REVERSE	KX265038	minus
REVERSE	KX265037	minus
REVERSE	KX265036	minus
REVERSE	KX265035	minus
REVERSE	KX265034	minus
REVERSE	KX265033	minus
REVERSE	KX265032	minus
REVERSE	KX265031	minus
REVERSE	KX265030	minus
REVERSE	KX265029	minus
REVERSE	KX265028	minus
REVERSE	KX265027	minus
REVERSE	KX265026	minus
REVERSE	KX265025	minus
REVERSE	KX265024	minus
REVERSE	KX265023	minus
REVERSE	KX265022	minus
REVERSE	LT576871	minus
REVERSE	LT576870	minus
REVERSE	LT576869	minus
REVERSE	LT576868	minus
REVERSE	LT576867	minus
REVERSE	LT576866	minus
REVERSE	KT780616	minus
REVERSE	JN420342	minus
REVERSE	KU310661	minus
REVERSE	KU310660	minus
REVERSE	KU310659	minus
REVERSE	KU310658	minus
REVERSE	KU310657	minus
REVERSE	KT887224	minus
REVERSE	KT899744	minus
REVERSE	KT425110	minus
REVERSE	KT425109	minus
REVERSE	KT425108	minus
REVERSE	KR052508	minus
REVERSE	KR052507	minus
REVERSE	KR011312	minus
REVERSE	KR011311	minus
REVERSE	KR011310	minus
REVERSE	KR011309	minus
REVERSE	KR011308	minus
REVERSE	KR011307	minus
REVERSE	KR011306	minus
REVERSE	KR011305	minus
REVERSE	KR011304	minus
REVERSE	KR011303	minus
REVERSE	KR011302	minus
REVERSE	KR011301	minus
REVERSE	KR011300	minus
REVERSE	KR011299	minus
REVERSE	KR011298	minus
REVERSE	KR011297	minus
REVERSE	KR011296	minus
REVERSE	KR011295	minus
REVERSE	KR011294	minus
REVERSE	KR011293	minus
REVERSE	KR011292	minus
REVERSE	KR011291	minus
REVERSE	KR011290	minus
REVERSE	KR011289	minus
REVERSE	KR011288	minus
REVERSE	KR011287	minus
REVERSE	KR011286	minus
REVERSE	KR011285	minus
REVERSE	KR011284	minus
REVERSE	KR011283	minus
REVERSE	KR011282	minus
REVERSE	KR011281	minus
REVERSE	KR011280	minus
REVERSE	KR011279	minus
REVERSE	KR011278	minus
REVERSE	KR011277	minus
REVERSE	KR011276	minus
REVERSE	KR011275	minus
REVERSE	KR011274	minus
REVERSE	KJ847330	minus
REVERSE	ON960061	minus
REVERSE	ON960060	minus
REVERSE	ON960059	minus
REVERSE	ON960058	minus
REVERSE	ON960057	minus
REVERSE	ON960055	minus
REVERSE	ON960054	minus
REVERSE	ON152716	minus
REVERSE	ON152715	minus
REVERSE	ON007164	minus
REVERSE	ON007163	minus
REVERSE	ON007162	minus
REVERSE	ON007161	minus
REVERSE	ON007160	minus
REVERSE	ON007159	minus
REVERSE	ON007157	minus
REVERSE	ON007156	minus
REVERSE	ON007155	minus
REVERSE	ON007153	minus
REVERSE	ON007152	minus
REVERSE	ON007148	minus
REVERSE	ON007147	minus
REVERSE	ON007141	minus
REVERSE	ON007140	minus
REVERSE	ON007139	minus
REVERSE	ON007135	minus
REVERSE	ON007134	minus
REVERSE	ON007133	minus
REVERSE	ON007158	minus
REVERSE	ON007154	minus
REVERSE	ON007151	minus
REVERSE	ON007150	minus
REVERSE	ON007149	minus
REVERSE	ON007146	minus
REVERSE	ON007145	minus
REVERSE	ON007144	minus
REVERSE	ON007143	minus
REVERSE	ON007142	minus
REVERSE	ON007138	minus
REVERSE	ON007137	minus
REVERSE	ON007136	minus
REVERSE	ON007132	minus
REVERSE	OV277453	minus
REVERSE	OK030826	minus
REVERSE	KF498959	minus
REVERSE	MT876428	minus
REVERSE	HM585515	minus
REVERSE	HM585514	minus
REVERSE	HM585513	minus
REVERSE	HM585512	minus
REVERSE	HM585510	minus
REVERSE	HM585509	minus
REVERSE	HM585508	minus
REVERSE	HM585507	minus
REVERSE	HM585506	minus
REVERSE	HM585505	minus
REVERSE	HM585504	minus
REVERSE	HM585503	minus
REVERSE	HM585502	minus
REVERSE	HM585501	minus
REVERSE	HM585500	minus
REVERSE	HM585499	minus
REVERSE	HM585497	minus
REVERSE	HM585496	minus
REVERSE	HG994393	minus
REVERSE	JQ780693	minus
REVERSE	JQ673480	minus
REVERSE	LR862365	minus
REVERSE	LR812586	minus
REVERSE	JN420341	minus
REVERSE	JN420340	minus
REVERSE	JN420339	minus
REVERSE	JN420338	minus
REVERSE	JN420337	minus
REVERSE	JN400093	minus
REVERSE	GU734772	minus
REVERSE	GU734771	minus
REVERSE	AY240833	minus
REVERSE	AY240832	minus
REVERSE	AY240831	minus
REVERSE	AY240830	minus
REVERSE	AY240825	minus
REVERSE	AY240828	minus
REVERSE	AY240826	minus
REVERSE	AY240824	minus
REVERSE	AY240821	minus
REVERSE	AY240819	minus
REVERSE	AY240818	minus
REVERSE	AY240817	minus
REVERSE	AY240816	minus
REVERSE	AY240815	minus
REVERSE	AY240814	minus
REVERSE	AY240813	minus
REVERSE	AY240812	minus
REVERSE	AY240810	minus
REVERSE	AY240808	minus
REVERSE	AY240807	minus
REVERSE	AY240804	minus
REVERSE	AY240803	minus
REVERSE	AY240802	minus
REVERSE	AY240651	minus
REVERSE	AY240799	minus
REVERSE	AY240798	minus
REVERSE	AY240797	minus
REVERSE	AY240796	minus
REVERSE	AY240793	minus
REVERSE	AY240791	minus
REVERSE	AY240788	minus
REVERSE	AY240787	minus
REVERSE	AY240786	minus
REVERSE	AY240785	minus
REVERSE	AY240783	minus
REVERSE	AY240782	minus
REVERSE	AY240777	minus
REVERSE	AY240776	minus
REVERSE	AY240775	minus
REVERSE	AY240772	minus
REVERSE	AY240769	minus
REVERSE	AY240766	minus
REVERSE	AY240765	minus
REVERSE	AY240762	minus
REVERSE	AY240761	minus
REVERSE	AY240759	minus
REVERSE	AY240758	minus
REVERSE	AY240755	minus
REVERSE	AY240753	minus
REVERSE	AY240751	minus
REVERSE	AY240746	minus
REVERSE	AY240745	minus
REVERSE	AY240741	minus
REVERSE	AY240740	minus
REVERSE	AY240738	minus
REVERSE	AY240736	minus
REVERSE	AY240733	minus
REVERSE	AY240682	minus
REVERSE	AY240731	minus
REVERSE	AY240730	minus
REVERSE	AY240729	minus
REVERSE	AY240720	minus
REVERSE	AY240725	minus
REVERSE	AY240684	minus
REVERSE	AY240713	minus
REVERSE	AY240719	minus
REVERSE	AY240718	minus
REVERSE	AY240717	minus
REVERSE	AY240716	minus
REVERSE	AY240715	minus
REVERSE	AY240714	minus
REVERSE	AY240712	minus
REVERSE	AY240709	minus
REVERSE	AY240700	minus
REVERSE	AY240707	minus
REVERSE	AY240699	minus
REVERSE	AY240701	minus
REVERSE	AY240698	minus
REVERSE	AY240697	minus
REVERSE	AY240696	minus
REVERSE	AY240694	minus
REVERSE	AY240692	minus
REVERSE	AY240683	minus
REVERSE	AY240690	minus
REVERSE	AY240688	minus
REVERSE	AY240680	minus
REVERSE	AY240653	minus
REVERSE	AY240679	minus
REVERSE	AY240674	minus
REVERSE	AY240673	minus
REVERSE	AY240670	minus
REVERSE	AY240668	minus
REVERSE	AY240665	minus
REVERSE	AY240664	minus
REVERSE	AY240661	minus
REVERSE	AY240660	minus
REVERSE	AY240659	minus
REVERSE	AY240658	minus
REVERSE	AY240657	minus
REVERSE	AY240656	minus
REVERSE	AY240655	minus
REVERSE	AY240654	minus
REVERSE	AY240652	minus
REVERSE	AY240650	minus
REVERSE	AY240649	minus
REVERSE	AY240648	minus
REVERSE	AY240646	minus
REVERSE	CP054924	plus
REVERSE	XM_033540896	plus
REVERSE	XM_033067833	plus
REVERSE	XM_033067825	plus
REVERSE	XM_033067815	plus
REVERSE	XM_033067805	plus
REVERSE	AP022687	plus
REVERSE	LR738417	plus
REVERSE	LR738541	plus
REVERSE	CP031030	plus
REVERSE	XM_026841790	plus
REVERSE	LR026969	plus
REVERSE	XM_026226629	plus
REVERSE	CP027090	plus
REVERSE	CP027088	plus
REVERSE	XM_023698364	plus
REVERSE	XM_023096725	plus
REVERSE	XM_023096723	plus
REVERSE	XM_020968043	plus
REVERSE	XM_016364124	plus
REVERSE	XM_016364123	plus
REVERSE	CP011900	plus
REVERSE	XM_011401287	plus
REVERSE	OX258976	plus
REVERSE	CP099420	plus
REVERSE	LN002323	plus
REVERSE	LN000791	plus
REVERSE	OW964184	plus
REVERSE	CP081350	plus
REVERSE	OW387134	plus
REVERSE	OW386168	plus
REVERSE	OW443373	plus
REVERSE	CP096251	plus
REVERSE	OW285216	plus
REVERSE	OW121687	plus
REVERSE	OW121785	plus
REVERSE	OW121786	plus
REVERSE	OW121786	minus
REVERSE	OW028687	plus
REVERSE	FO904941	plus
REVERSE	OV696692	plus
REVERSE	OV696689	plus
REVERSE	OV696688	plus
REVERSE	OV696686	plus
REVERSE	OV696686	minus
REVERSE	CP088100	plus
REVERSE	LR962883	plus
REVERSE	LR962878	plus
REVERSE	LR962753	plus
REVERSE	OV049874	plus
REVERSE	CP086136	plus
REVERSE	OU824206	plus
REVERSE	OU824211	plus
REVERSE	XM_032987918	plus
REVERSE	XM_032987917	plus
REVERSE	XM_032987916	plus
REVERSE	OU343099	plus
REVERSE	OU343087	plus
REVERSE	OU343078	plus
REVERSE	OU342639	plus
REVERSE	CP076135	plus
REVERSE	FR989905	plus
REVERSE	CP071498	plus
REVERSE	HG995166	plus
REVERSE	LR999959	plus
REVERSE	LR991010	plus
REVERSE	LR990653	plus
REVERSE	OD011727	plus
REVERSE	CP060292	plus
REVERSE	CP058354	plus
REVERSE	CU638744	plus
REVERSE	CT823559	plus
REVERSE	AP019867	minus
REVERSE	LR778278	minus
REVERSE	AP022689	minus
REVERSE	AP022688	minus
REVERSE	AP022678	minus
REVERSE	MF572027	minus
REVERSE	AP006803	minus
REVERSE	CP043031	minus
REVERSE	LR633952	minus
REVERSE	LR594587	minus
REVERSE	XM_011185844	minus
REVERSE	XR_001447792	minus
REVERSE	LR584075	minus
REVERSE	LR132042	minus
REVERSE	CP032654	minus
REVERSE	CP032659	minus
REVERSE	MH160371	minus
REVERSE	MH160360	minus
REVERSE	XM_024087151	minus
REVERSE	XM_024087150	minus
REVERSE	XM_024087149	minus
REVERSE	XM_024087148	minus
REVERSE	XM_024087147	minus
REVERSE	XM_024087145	minus
REVERSE	XM_024087144	minus
REVERSE	MF176135	minus
REVERSE	AP017438	minus
REVERSE	CP017637	minus
REVERSE	KR363149	minus
REVERSE	LN907826	minus
REVERSE	KT309078	minus
REVERSE	OX258981	minus
REVERSE	CP010313	minus
REVERSE	OX243884	minus
REVERSE	XM_049014364	minus
REVERSE	XM_049014363	minus
REVERSE	OX101811	minus
REVERSE	OX101801	minus
REVERSE	LN408854	minus
REVERSE	OU963907	minus
REVERSE	OX030895	minus
REVERSE	OW964191	minus
REVERSE	XM_047900470	minus
REVERSE	CP096255	minus
REVERSE	OW203744	minus
REVERSE	CP093427	minus
REVERSE	LN002637	minus
REVERSE	OW028685	minus
REVERSE	CP089895	minus
REVERSE	OV815294	minus
REVERSE	KC767734	minus
REVERSE	OV696696	minus
REVERSE	OV696693	minus
REVERSE	CP090163	minus
REVERSE	OV281339	minus
REVERSE	CP088280	minus
REVERSE	LR962758	minus
REVERSE	CP007569	minus
REVERSE	XM_044193517	minus
REVERSE	XM_044193516	minus
REVERSE	XM_044193515	minus
REVERSE	XM_044193514	minus
REVERSE	XR_006377709	minus
REVERSE	XM_044193513	minus
REVERSE	XM_044193511	minus
REVERSE	XM_044193510	minus
REVERSE	XM_044193509	minus
REVERSE	XM_044193508	minus
REVERSE	XM_044193507	minus
REVERSE	XM_043630963	minus
REVERSE	XM_043630961	minus
REVERSE	XM_043630960	minus
REVERSE	LC647927	minus
REVERSE	LC647926	minus
REVERSE	OU565296	minus
REVERSE	OU452305	minus
REVERSE	XM_042450439	minus
REVERSE	OU343080	minus
REVERSE	OU342823	minus
REVERSE	XR_006069792	minus
REVERSE	XR_006069791	minus
REVERSE	XR_006069790	minus
REVERSE	XR_006069789	minus
REVERSE	CP045200	minus
REVERSE	HG995409	minus
REVERSE	MW529070	minus
REVERSE	LR990253	minus
REVERSE	KC152961	minus
REVERSE	KC152960	minus
REVERSE	MW248468	minus
REVERSE	OA882128	minus
REVERSE	OA572927	minus
REVERSE	LR884467	minus
REVERSE	LR862393	minus
REVERSE	LR862363	minus
REVERSE	CP058349	minus
REVERSE	AP012206	minus
REVERSE	AY240754	minus
PROBE	MN401208	minus
PROBE	MN401207	minus
PROBE	MN401206	minus
PROBE	MN401205	minus
PROBE	MN401204	minus
PROBE	MN401203	minus
PROBE	MN401202	minus
PROBE	MN401201	minus
PROBE	MK952185	minus
PROBE	MK952184	minus
PROBE	MK952183	minus
PROBE	MN458559	minus
PROBE	MN159383	minus
PROBE	MN159382	minus
PROBE	MN159381	minus
PROBE	MN159380	minus
PROBE	MN159379	minus
PROBE	MN159378	minus
PROBE	MN159377	minus
PROBE	MN159376	minus
PROBE	MN136524	minus
PROBE	MN136523	minus
PROBE	MH480513	minus
PROBE	MH616632	minus
PROBE	MH319852	minus
PROBE	MH925774	minus
PROBE	MH813994	minus
PROBE	MH813993	minus
PROBE	MH813992	minus
PROBE	MH813991	minus
PROBE	MH813990	minus
PROBE	MH813989	minus
PROBE	MH813988	minus
PROBE	MH813987	minus
PROBE	MH813986	minus
PROBE	MH813985	minus
PROBE	MH813984	minus
PROBE	MH813983	minus
PROBE	MH813982	minus
PROBE	MH813981	minus
PROBE	MG646679	minus
PROBE	MH999851	minus
PROBE	MH999850	minus
PROBE	MH999849	minus
PROBE	MH999848	minus
PROBE	MH999847	minus
PROBE	MH999846	minus
PROBE	MH999845	minus
PROBE	MH999844	minus
PROBE	MH999843	minus
PROBE	MH999842	minus
PROBE	MH999841	minus
PROBE	MH999840	minus
PROBE	MH999839	minus
PROBE	MH999838	minus
PROBE	MH102298	minus
PROBE	MG708292	minus
PROBE	MG708291	minus
PROBE	MG708290	minus
PROBE	MG708289	minus
PROBE	MG708289	minus
PROBE	MG708288	minus
PROBE	MG708287	minus
PROBE	MG708286	minus
PROBE	MG708285	minus
PROBE	MG708284	minus
PROBE	MG999899	minus
PROBE	MG999898	minus
PROBE	MG999897	minus
PROBE	MG999896	minus
PROBE	MG999895	minus
PROBE	MG999894	minus
PROBE	MG999893	minus
PROBE	MG999892	minus
PROBE	MG999891	minus
PROBE	MG999890	minus
PROBE	MG999889	minus
PROBE	MG999888	minus
PROBE	MG999887	minus
PROBE	MG999886	minus
PROBE	MG999885	minus
PROBE	MG999884	minus
PROBE	MG999883	minus
PROBE	MG999882	minus
PROBE	MG999881	minus
PROBE	MG999880	minus
PROBE	MG999879	minus
PROBE	MG999878	minus
PROBE	MG999877	minus
PROBE	MG999876	minus
PROBE	MG999875	minus
PROBE	MG999874	minus
PROBE	MG999873	minus
PROBE	MG999872	minus
PROBE	MG999871	minus
PROBE	MG999870	minus
PROBE	MG999869	minus
PROBE	MG999868	minus
PROBE	MG999867	minus
PROBE	MG999866	minus
PROBE	MG999865	minus
PROBE	MG999864	minus
PROBE	MG999863	minus
PROBE	MG999862	minus
PROBE	MG999861	minus
PROBE	MG999860	minus
PROBE	MG999859	minus
PROBE	MG999858	minus
PROBE	MG999857	minus
PROBE	MG999856	minus
PROBE	MG999855	minus
PROBE	MG999854	minus
PROBE	MG999853	minus
PROBE	MG999852	minus
PROBE	MG999851	minus
PROBE	MG999850	minus
PROBE	MG999849	minus
PROBE	MG999848	minus
PROBE	MG999847	minus
PROBE	MG999846	minus
PROBE	MG999845	minus
PROBE	MG999844	minus
PROBE	MG999843	minus
PROBE	MG999842	minus
PROBE	MG999841	minus
PROBE	MG999840	minus
PROBE	MG999839	minus
PROBE	MG999838	minus
PROBE	MH160391	minus
PROBE	MH160390	minus
PROBE	MH160389	minus
PROBE	MH160388	minus
PROBE	MH160387	minus
PROBE	MH160386	minus
PROBE	MH160385	minus
PROBE	MH160384	minus
PROBE	MH160383	minus
PROBE	MH160382	minus
PROBE	MH160381	minus
PROBE	MH160380	minus
PROBE	MH160379	minus
PROBE	MH160378	minus
PROBE	MH160377	minus
PROBE	MH160376	minus
PROBE	MH160375	minus
PROBE	MH160374	minus
PROBE	MH160373	minus
PROBE	MH160372	minus
PROBE	MH160371	minus
PROBE	MH160370	minus
PROBE	MH160369	minus
PROBE	MH160368	minus
PROBE	MH160367	minus
PROBE	MH160366	minus
PROBE	MH160365	minus
PROBE	MH160364	minus
PROBE	MH160363	minus
PROBE	MH160362	minus
PROBE	MH160361	minus
PROBE	MH160360	minus
PROBE	MH160359	minus
PROBE	MH160358	minus
PROBE	MF959544	minus
PROBE	KY922719	minus
PROBE	KY922718	minus
PROBE	MF156584	minus
PROBE	MF156583	minus
PROBE	MF156582	minus
PROBE	MF156581	minus
PROBE	KX424525	minus
PROBE	KM222727	minus
PROBE	KM222726	minus
PROBE	KM222725	minus
PROBE	KM222724	minus
PROBE	KM222723	minus
PROBE	KM222722	minus
PROBE	KM222721	minus
PROBE	KX946970	minus
PROBE	KX791966	minus
PROBE	LT594457	minus
PROBE	LT594192	minus
PROBE	LT594112	minus
PROBE	LT594111	minus
PROBE	LT594110	minus
PROBE	LT594109	minus
PROBE	LT594108	minus
PROBE	LT594107	minus
PROBE	LT594106	minus
PROBE	LT594105	minus
PROBE	LT608134	minus
PROBE	LT608134	minus
PROBE	KX265046	minus
PROBE	KX265045	minus
PROBE	KX265044	minus
PROBE	KX265043	minus
PROBE	KX265042	minus
PROBE	KX265041	minus
PROBE	KX265040	minus
PROBE	KX265039	minus
PROBE	KX265038	minus
PROBE	KX265037	minus
PROBE	KX265036	minus
PROBE	KX265035	minus
PROBE	KX265034	minus
PROBE	KX265033	minus
PROBE	KX265032	minus
PROBE	KX265031	minus
PROBE	KX265030	minus
PROBE	KX265029	minus
PROBE	KX265028	minus
PROBE	KX265027	minus
PROBE	KX265026	minus
PROBE	KX265025	minus
PROBE	KX265024	minus
PROBE	KX265023	minus
PROBE	KX265022	minus
PROBE	LT576871	minus
PROBE	LT576870	minus
PROBE	LT576869	minus
PROBE	LT576868	minus
PROBE	LT576867	minus
PROBE	LT576866	minus
PROBE	KT780616	minus
PROBE	JN420342	minus
PROBE	KU310661	minus
PROBE	KU310660	minus
PROBE	KU310659	minus
PROBE	KU310658	minus
PROBE	KU310657	minus
PROBE	KT887224	minus
PROBE	KT899744	minus
PROBE	KT425110	minus
PROBE	KT425109	minus
PROBE	KT425108	minus
PROBE	KT425107	minus
PROBE	KR052508	minus
PROBE	KR052507	minus
PROBE	KR011312	minus
PROBE	KR011311	minus
PROBE	KR011310	minus
PROBE	KR011309	minus
PROBE	KR011308	minus
PROBE	KR011307	minus
PROBE	KR011306	minus
PROBE	KR011305	minus
PROBE	KR011304	minus
PROBE	KR011303	minus
PROBE	KR011302	minus
PROBE	KR011301	minus
PROBE	KR011300	minus
PROBE	KR011299	minus
PROBE	KR011298	minus
PROBE	KR011297	minus
PROBE	KR011296	minus
PROBE	KR011295	minus
PROBE	KR011294	minus
PROBE	KR011293	minus
PROBE	KR011292	minus
PROBE	KR011291	minus
PROBE	KR011290	minus
PROBE	KR011289	minus
PROBE	KR011288	minus
PROBE	KR011287	minus
PROBE	KR011286	minus
PROBE	KR011285	minus
PROBE	KR011284	minus
PROBE	KR011283	minus
PROBE	KR011282	minus
PROBE	KR011281	minus
PROBE	KR011280	minus
PROBE	KR011279	minus
PROBE	KR011278	minus
PROBE	KR011277	minus
PROBE	KR011276	minus
PROBE	KR011275	minus
PROBE	KR011274	minus
PROBE	KJ847330	minus
PROBE	ON960061	minus
PROBE	ON960060	minus
PROBE	ON960059	minus
PROBE	ON960058	minus
PROBE	ON960057	minus
PROBE	ON960056	minus
PROBE	ON960055	minus
PROBE	ON960054	minus
PROBE	ON152716	minus
PROBE	ON152715	minus
PROBE	ON007164	minus
PROBE	ON007163	minus
PROBE	ON007162	minus
PROBE	ON007161	minus
PROBE	ON007160	minus
PROBE	ON007159	minus
PROBE	ON007157	minus
PROBE	ON007156	minus
PROBE	ON007155	minus
PROBE	ON007153	minus
PROBE	ON007152	minus
PROBE	ON007148	minus
PROBE	ON007147	minus
PROBE	ON007141	minus
PROBE	ON007140	minus
PROBE	ON007139	minus
PROBE	ON007135	minus
PROBE	ON007134	minus
PROBE	ON007133	minus
PROBE	ON007158	minus
PROBE	ON007154	minus
PROBE	ON007151	minus
PROBE	ON007150	minus
PROBE	ON007149	minus
PROBE	ON007146	minus
PROBE	ON007145	minus
PROBE	ON007144	minus
PROBE	ON007143	minus
PROBE	ON007142	minus
PROBE	ON007138	minus
PROBE	ON007137	minus
PROBE	ON007136	minus
PROBE	ON007132	minus
PROBE	OL638991	minus
PROBE	OL638990	minus
PROBE	OK030826	minus
PROBE	KF498959	minus
PROBE	MT876428	minus
PROBE	HM585515	minus
PROBE	HM585514	minus
PROBE	HM585513	minus
PROBE	HM585512	minus
PROBE	HM585511	minus
PROBE	HM585510	minus
PROBE	HM585509	minus
PROBE	HM585508	minus
PROBE	HM585507	minus
PROBE	HM585506	minus
PROBE	HM585505	minus
PROBE	HM585504	minus
PROBE	HM585503	minus
PROBE	HM585502	minus
PROBE	HM585501	minus
PROBE	HM585500	minus
PROBE	HM585499	minus
PROBE	HM585498	minus
PROBE	HM585497	minus
PROBE	HM585496	minus
PROBE	AB618031	minus
PROBE	JX142173	minus
PROBE	JQ730035	minus
PROBE	JQ780693	minus
PROBE	JQ673480	minus
PROBE	JN420341	minus
PROBE	JN420340	minus
PROBE	JN420339	minus
PROBE	JN420338	minus
PROBE	JN420337	minus
PROBE	JN400093	minus
PROBE	BK012101	minus
PROBE	GU734772	minus
PROBE	GU734771	minus
PROBE	FJ593289	minus
